name,rating,reviews,salaries,interviews,jobs
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Sutherland Global Services,3.4,8.5k,33.9k,763,276
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Sutherland Global Services,3.4,8.5k,33.9k,763,276
EXL Service,3.6,8.3k,43.6k,866,1.3k
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Sutherland Global Services,3.4,8.5k,33.9k,763,276
EXL Service,3.6,8.3k,43.6k,866,1.3k
Cipla,4.1,8.3k,25.9k,566,93
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Sutherland Global Services,3.4,8.5k,33.9k,763,276
EXL Service,3.6,8.3k,43.6k,866,1.3k
Cipla,4.1,8.3k,25.9k,566,93
Samsung,3.9,8.2k,26.1k,600,53
Infosys BPM,3.5,11.6k,71.7k,1.1k,82
HDFC Life,3.9,11.5k,32.6k,753,109
Bandhan Bank,3.7,10.3k,25.1k,701,10
Conneqt Business Solutions,3.6,10k,26.3k,544,398
Mphasis,3.3,9.9k,72.5k,896,38
Yes Bank,3.7,9.7k,43.3k,523,179
Tata Steel,4.0,9.6k,33.6k,1k,--
Quess,3.8,9.3k,30.4k,510,4
Startek,3.1,9.1k,24.2k,594,136
Asian Paints,3.9,9.1k,25k,796,44
Paytm,3.2,9k,33.6k,860,597
UltraTech Cement,4.1,9k,23.7k,751,18
Shriram Finance,4.0,8.8k,14.9k,420,6
Maruti Suzuki,4.2,8.7k,26.8k,741,659
Bajaj Finance,3.9,8.6k,22.4k,401,6.8k
Sutherland Global Services,3.4,8.5k,33.9k,763,276
EXL Service,3.6,8.3k,43.6k,866,1.3k
Cipla,4.1,8.3k,25.9k,566,93
Samsung,3.9,8.2k,26.1k,600,53
Ericsson,4.0,8.2k,42.5k,458,24
Wells Fargo,3.7,8.1k,55.4k,664,49
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Hindustan Unilever,4.2,7k,20k,443,39
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Hindustan Unilever,4.2,7k,20k,443,39
Equitas Small Finance Bank,4.2,7k,12.7k,498,14
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Hindustan Unilever,4.2,7k,20k,443,39
Equitas Small Finance Bank,4.2,7k,12.7k,498,14
Ekart Logistics,3.9,7k,15.7k,395,--
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Hindustan Unilever,4.2,7k,20k,443,39
Equitas Small Finance Bank,4.2,7k,12.7k,498,14
Ekart Logistics,3.9,7k,15.7k,395,--
KPMG India,3.4,6.9k,63.9k,902,116
Wells Fargo,3.7,8.1k,55.4k,664,49
Dr. Reddy's,4.0,8k,25.8k,481,19
Optum Global Solutions,4.0,7.6k,47.6k,734,115
HGS,3.8,7.5k,21k,266,15
ICICI Prudential Life Insurance,4.0,7.5k,22.7k,464,1.1k
Delhivery,3.8,7.5k,20.9k,584,150
JPMorgan Chase & Co.,3.8,7.4k,83.2k,843,689
JSW Steel,3.9,7.4k,29.7k,762,119
Jana Small Finance Bank,3.8,7.4k,14.2k,295,47
Amazon Development Centre India,3.9,7.4k,37.5k,858,10
Sun Pharmaceutical Industries,4.1,7.3k,23.4k,631,363
Hexaware Technologies,3.4,7.3k,52.5k,806,758
L&T Construction,4.0,7.1k,19.4k,909,--
Lupin,4.1,7.1k,22.4k,426,50
Zydus Lifesciences,4.0,7.1k,19.7k,402,20
Hindustan Unilever,4.2,7k,20k,443,39
Equitas Small Finance Bank,4.2,7k,12.7k,498,14
Ekart Logistics,3.9,7k,15.7k,395,--
KPMG India,3.4,6.9k,63.9k,902,116
ITC,3.9,6.9k,24.1k,659,79
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Muthoot Finance,3.7,6.1k,12.9k,327,16
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Muthoot Finance,3.7,6.1k,12.9k,327,16
JLL,4.1,6.1k,23.8k,462,228
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Muthoot Finance,3.7,6.1k,12.9k,327,16
JLL,4.1,6.1k,23.8k,462,228
HCL Group,3.5,6k,40.4k,509,--
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Muthoot Finance,3.7,6.1k,12.9k,327,16
JLL,4.1,6.1k,23.8k,462,228
HCL Group,3.5,6k,40.4k,509,--
eClerx,3.1,6k,31.3k,616,100
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
L&T Technology Services,3.1,6.3k,41.6k,609,--
Bajaj Life Insurance,3.9,6.3k,16.9k,427,85
IIFL Finance,4.0,6.2k,13.9k,311,34
Oracle,3.5,6.2k,62k,939,1.2k
Cholamandalam Investment & Finance,3.8,6.1k,12.5k,261,28
Indian Army,4.7,6.1k,9.6k,193,--
Omega Healthcare,3.8,6.1k,25.9k,521,132
Muthoot Finance,3.7,6.1k,12.9k,327,16
JLL,4.1,6.1k,23.8k,462,228
HCL Group,3.5,6k,40.4k,509,--
eClerx,3.1,6k,31.3k,616,100
Virtusa Consulting Services,3.7,5.9k,55.9k,648,1.6k
Ujjivan Small Finance Bank,4.0,6.8k,12.7k,298,176
Axis Max Life Insurance,4.0,6.8k,19.6k,383,151
Megha Engineering & Infrastructures,3.9,6.6k,18.1k,540,24
Tata Projects,4.2,6.5k,22.1k,558,27
FIS,3.8,6.4k,38.6k,528,128
Coforge,3.2,6.3k,47.3k,657,167
